"id","essentia_dissonance_mean","essentia_dissonance_stdev","essentia_dynamic_complexity","essentia_loudness","essentia_onset_rate","essentia_pitch_salience_mean","essentia_pitch_salience_stdev","essentia_spectral_centroid_mean","essentia_spectral_centroid_stdev","essentia_spectral_complexity_mean","essentia_spectral_complexity_stdev","essentia_spectral_rolloff_mean","essentia_spectral_rolloff_stdev","essentia_strong_peak_mean","essentia_strong_peak_stdev","librosa_bpm","librosa_chroma_mean_0","librosa_chroma_var_0","librosa_chroma_pct_10_0","librosa_chroma_pct_50_0","librosa_chroma_pct_90_0","librosa_chroma_mean_1","librosa_chroma_var_1","librosa_chroma_pct_10_1","librosa_chroma_pct_50_1","librosa_chroma_pct_90_1","librosa_chroma_mean_2","librosa_chroma_var_2","librosa_chroma_pct_10_2","librosa_chroma_pct_50_2","librosa_chroma_pct_90_2","librosa_chroma_mean_3","librosa_chroma_var_3","librosa_chroma_pct_10_3","librosa_chroma_pct_50_3","librosa_chroma_pct_90_3","librosa_chroma_mean_4","librosa_chroma_var_4","librosa_chroma_pct_10_4","librosa_chroma_pct_50_4","librosa_chroma_pct_90_4","librosa_chroma_mean_5","librosa_chroma_var_5","librosa_chroma_pct_10_5","librosa_chroma_pct_50_5","librosa_chroma_pct_90_5","librosa_chroma_mean_6","librosa_chroma_var_6","librosa_chroma_pct_10_6","librosa_chroma_pct_50_6","librosa_chroma_pct_90_6","librosa_chroma_mean_7","librosa_chroma_var_7","librosa_chroma_pct_10_7","librosa_chroma_pct_50_7","librosa_chroma_pct_90_7","librosa_chroma_mean_8","librosa_chroma_var_8","librosa_chroma_pct_10_8","librosa_chroma_pct_50_8","librosa_chroma_pct_90_8","librosa_chroma_mean_9","librosa_chroma_var_9","librosa_chroma_pct_10_9","librosa_chroma_pct_50_9","librosa_chroma_pct_90_9","librosa_chroma_mean_10","librosa_chroma_var_10","librosa_chroma_pct_10","librosa_chroma_pct_50_10","librosa_chroma_pct_90_10","librosa_chroma_mean_11","librosa_chroma_var_11","librosa_chroma_pct_10_11","librosa_chroma_pct_50_11","librosa_chroma_pct_90_11","librosa_spectral_bandwidth_mean","librosa_spectral_bandwidth_stdev","librosa_spectral_flatness_mean","librosa_spectral_flatness_stdev","midlevel_features_melody","midlevel_features_articulation","midlevel_features_rhythm_complexity","midlevel_features_rhythm_stability","midlevel_features_dissonance","midlevel_features_tonal_stability","midlevel_features_minorness"
"flagellates",0.09504362940788269,0.0593033991754055,4.363222122192383,16.255107879638672,3.299999952316284,0.4837111830711365,0.10529127717018127,791.1742553710938,178.5072479248047,1.5260717868804932,0.9026581645011902,664.5604248046875,164.3592529296875,0.14820744097232819,0.08983832597732544,191.40625,0.15191519260406494,0.04180416464805603,0.006401847582310438,0.06741932407021523,0.361144196987152,0.2333071380853653,0.07849133759737015,0.005377586605027318,0.11034145951271057,0.6364064991474151,0.26514166593551636,0.11868731677532196,0.009672969859093428,0.1024203933775425,1.0,0.19625574350357056,0.04979734122753143,0.006006984459236266,0.09766029566526413,0.6213766157627105,0.2818987965583801,0.15196295082569122,0.004779654880985617,0.0555996336042881,1.0,0.229350745677948,0.04396655410528183,0.005259873485192657,0.2000260055065155,0.5526035904884338,0.3704642951488495,0.15286970138549805,0.00694856676273048,0.21352151781320572,1.0,0.319862961769104,0.1243344396352768,0.004091769363731146,0.18736010044813156,1.0,0.14245502650737762,0.024557683616876602,0.006661584693938494,0.08365901559591293,0.397275087237358,0.21379874646663666,0.10135652124881744,0.0048443582374602554,0.05622186325490475,0.9125524401664734,0.15540491044521332,0.0322955958545208,0.005400884198024869,0.1003551296889782,0.35442115366458893,0.20337922871112823,0.0897214338183403,0.004565452784299852,0.05622929520905018,0.7715474843978881,1558.0378717886933,377.2858793435653,1.3482164831657428e-05,1.501904807810206e-05,0.274461954832077,-0.17178069055080414,-0.2790241241455078,-0.04168936237692833,-0.43943408131599426,0.34805887937545776,-0.12469477951526642
"adjudicates",0.12588876485824585,0.057642292231321335,3.0581061840057373,91.2971420288086,3.4000000953674316,0.46921178698539734,0.1235770732164383,768.0570678710938,183.26634216308594,3.7288527488708496,1.4492383003234863,587.8595581054688,137.63461303710938,0.5485353469848633,0.38563188910484314,198.76802884615384,0.25639820098876953,0.06821316480636597,0.004451460810378197,0.21257563680410385,0.48713392317295073,0.3782682716846466,0.13953520357608795,0.006120207626372576,0.23496410995721817,1.0,0.30658361315727234,0.10518599301576614,0.014027701131999493,0.18991228938102722,1.0,0.22565755248069763,0.06919074803590775,0.010055683739483356,0.13312097638845444,0.544428414106369,0.1761387288570404,0.0850006565451622,0.006284598587080837,0.043734580278396606,0.6798913598060597,0.11441744863986969,0.03128783404827118,0.0036325574852526196,0.02684681862592697,0.31373124718666073,0.17645078897476196,0.08204039186239243,0.002401133347302676,0.039004385471343994,0.641722899675369,0.19726347923278809,0.07388879358768463,0.006014649150893093,0.046999743208289146,0.543200808763504,0.2810891568660736,0.11731752008199692,0.00524014700204134,0.09687845408916473,1.0,0.23563091456890106,0.09679841250181198,0.009780249930918219,0.08607438579201698,0.8755393028259271,0.15773434937000275,0.039723459631204605,0.0038077060598880057,0.0724869892001152,0.40358943343162534,0.24576619267463684,0.1041804775595665,0.0030330121982842686,0.10075881704688072,0.9741749882698056,964.3851476131224,139.4389962090873,3.584206751838792e-06,3.7633872125297785e-06,0.2343047559261322,-0.11718562990427017,-0.19867916405200958,-0.015025259926915169,-0.39939284324645996,0.2712920904159546,0.0008867595461197197
"crowdfunded",0.12213531881570816,0.059373948723077774,4.632260322570801,10.177482604980469,1.7000000476837158,0.5224397778511047,0.09863612055778503,1356.7254638671875,426.2189025878906,0.922363817691803,0.9283760190010071,592.5501708984375,127.75096130371094,0.07374837249517441,0.057422488927841187,123.046875,0.32477062940597534,0.09691067039966583,0.011350002512335778,0.21161527931690216,1.0,0.2795970141887665,0.11428997665643692,0.02435078863054517,0.10808434709906578,1.0,0.1945134550333023,0.03493225574493408,0.013065302371978761,0.13692626357078552,0.42488168776035307,0.2978988289833069,0.14172156155109406,0.008568692672997712,0.0859244130551815,1.0,0.2302553355693817,0.042346857488155365,0.01471274346113205,0.1892511397600174,0.5326279044151306,0.35033556818962097,0.14278151094913483,0.009298235177993774,0.17631126195192337,1.0,0.16836848855018616,0.03759409859776497,0.008026947639882565,0.07266063988208771,0.484096422791481,0.1374148428440094,0.07236651331186295,0.0040262684691697356,0.0373496487736702,0.36969687044620425,0.15101513266563416,0.037302035838365555,0.0069419402629137044,0.047395553439855576,0.46044722497463225,0.24556151032447815,0.0814773291349411,0.011443995777517557,0.08209574595093727,0.5414115607738494,0.3287382125854492,0.15197528898715973,0.013393246196210384,0.1187189407646656,1.0,0.2588511109352112,0.051231853663921356,0.01920871790498495,0.16191235184669495,0.5926259934902192,2988.562569565789,707.5628292916969,0.00041316976421512663,0.0004382712359074503,0.2220049947500229,-0.3226921260356903,-0.35509130358695984,-0.09417051076889038,-0.36139655113220215,0.31667545437812805,-0.06130523234605789
"easternmost",0.16646535694599152,0.0662231519818306,2.765268564224243,171.95689392089844,4.800000190734863,0.5857423543930054,0.11152030527591705,835.9321899414062,188.46324157714844,6.529548168182373,1.9711133241653442,596.8419189453125,158.68560791015625,0.6922924518585205,0.5936798453330994,166.70866935483872,0.27109530568122864,0.04777848720550537,0.023663625493645674,0.24078651517629623,0.5462151944637298,0.3935009837150574,0.10995488613843918,0.023284794576466084,0.3150451332330704,1.0,0.43100181221961975,0.14840419590473175,0.018266302905976778,0.3083110451698303,1.0,0.22938314080238342,0.03522442281246185,0.017653544992208482,0.18336746096611023,0.48405267894268034,0.2140558809041977,0.07909621298313141,0.019907687790691853,0.09858152270317078,0.7154039442539213,0.2403847873210907,0.05748138576745987,0.02012096699327231,0.16971074789762497,0.5561359286308287,0.3098822236061096,0.10327639430761337,0.021308034099638464,0.1909935399889946,1.0,0.24541905522346497,0.06225988268852234,0.01281746095046401,0.16213305294513702,0.5843383729457855,0.29985302686691284,0.10876566916704178,0.015168866515159609,0.16168807446956635,1.0,0.31935158371925354,0.0924326628446579,0.02450999822467566,0.22488874197006226,0.85456845164299,0.2814980447292328,0.0741950199007988,0.038480046391487124,0.1783292442560196,0.7208787441253662,0.2983761429786682,0.095270074903965,0.029827353544533253,0.1715112254023552,1.0,1477.516052091236,268.46879545556527,3.147330789943226e-05,3.7778663681820035e-05,0.041983481496572495,0.24118857085704803,-0.06184642016887665,0.018583761528134346,-0.23412398993968964,0.26025861501693726,-0.24386505782604218
"dispatchers",0.14442996680736542,0.06201125681400299,3.3180313110351562,167.64877319335938,2.799999952316284,0.5669182538986206,0.11236081272363663,688.5169677734375,182.69540405273438,5.961761474609375,1.7309554815292358,655.5772094726562,171.72372436523438,0.6034262776374817,0.5533053874969482,161.4990234375,0.3124602437019348,0.06371884793043137,0.05052252262830735,0.2553781270980835,0.780140495300293,0.36424195766448975,0.08117243647575378,0.07188385948538781,0.26361313462257385,0.9073010206222534,0.33258700370788574,0.09912250936031342,0.04485844522714615,0.2043735384941101,1.0,0.2208956778049469,0.06130696088075638,0.012398068979382514,0.11205623671412468,0.573253071308136,0.2452438920736313,0.08532273024320602,0.026983164995908738,0.10823952034115791,0.7427649319171904,0.23243382573127747,0.03612157329916954,0.026702510938048363,0.1887987032532692,0.4955676943063736,0.44596803188323975,0.11300431936979294,0.05172333233058453,0.39464232325553894,1.0,0.43770262598991394,0.12332157045602798,0.025809157453477387,0.3942457437515259,1.0,0.22311295568943024,0.04589428752660751,0.027394782193005087,0.16042877733707428,0.5345332741737365,0.21861286461353302,0.03610298037528992,0.03100211061537266,0.18776603043079376,0.4212018340826034,0.3800884485244751,0.09937986731529236,0.04229614697396755,0.28226742148399353,1.0,0.435016006231308,0.1274479627609253,0.032766394317150116,0.35278497636318207,1.0,911.9125101202767,119.7446018458025,3.919376467820257e-06,2.6593047550704796e-06,0.06997609883546829,-0.15759949386119843,-0.26747533679008484,-0.07417022436857224,-0.22061660885810852,0.29054591059684753,0.02295614406466484
"fascination",0.15581969916820526,0.05346040800213814,5.722070693969727,65.33160400390625,1.399999976158142,0.5577278137207031,0.13419461250305176,1620.52490234375,474.7037658691406,3.6755504608154297,2.1916205883026123,679.8795166015625,189.30555725097656,0.2987067401409149,0.2976253926753998,67.11647727272727,0.14683018624782562,0.03833429142832756,0.0046906500123441225,0.040461618453264236,0.4003708064556122,0.08881325274705887,0.011500129476189613,0.0026446030475199226,0.045412577688694,0.21241977661848066,0.18612878024578094,0.03715122118592262,0.0071597234345972555,0.12518137320876122,0.4585506677627563,0.3774169087409973,0.13420507311820984,0.04583577066659928,0.22877968847751617,1.0,0.30996569991111755,0.06488817185163498,0.051381399482488634,0.3082258403301239,0.663397592306137,0.2993457615375519,0.12254048138856888,0.032376402989029884,0.11346080526709557,1.0,0.230200856924057,0.043598685413599014,0.015165166091173887,0.1625954881310463,0.5893526494503021,0.31333446502685547,0.1002660021185875,0.02548541370779276,0.22334081679582596,0.9541007995605468,0.39390915632247925,0.159744992852211,0.0022602102486416705,0.23907769471406937,1.0,0.2263021022081375,0.053404130041599274,0.0124776897020638,0.12544026970863342,0.566002482175827,0.23422561585903168,0.10218136757612228,0.02232643458992243,0.08122354745864868,1.0,0.1983426809310913,0.07574624568223953,0.011069392878562213,0.07672551646828651,0.46952972412109373,3299.346478523972,872.7021434452449,0.00057821354130283,0.0006022682064212859,0.3076936900615692,-0.2902291715145111,-0.25717654824256897,-0.17641055583953857,-0.40822380781173706,0.35994306206703186,-0.2093837559223175
"metastasize",0.14113959670066833,0.07059761136770248,4.82217264175415,53.767547607421875,3.0,0.522957980632782,0.15773703157901764,813.169677734375,534.8217163085938,2.7972190380096436,1.60297691822052,514.8512573242188,211.16099548339844,0.27365124225616455,0.22203727066516876,234.90767045454547,0.2770688533782959,0.08219175040721893,0.01116540264338255,0.18383267521858215,0.6998438775539397,0.3572562634944916,0.1415029913187027,0.00782701810821891,0.20057515054941177,1.0,0.24007870256900787,0.04986600577831268,0.013174401037395,0.18758374452590942,0.5433295965194702,0.36657965183258057,0.11829470098018646,0.007520556030794979,0.21202724426984787,1.0,0.3372717797756195,0.1448027640581131,0.012012775614857675,0.13320695608854294,1.0,0.24534909427165985,0.07113718241453171,0.0045476611237972985,0.11238297820091248,0.6155067980289459,0.18143224716186523,0.09543129801750183,0.006077357148751617,0.04639247804880142,0.8644827306270597,0.22798562049865723,0.05232018232345581,0.013294347189366819,0.1419360712170601,0.5424953281879425,0.42720934748649597,0.13613033294677734,0.01839865930378437,0.4153023660182953,1.0,0.36000534892082214,0.12669284641742706,0.010671542678028346,0.25576992332935333,1.0,0.2044573277235031,0.06260049343109131,0.010097542963922023,0.09560561180114746,0.5542035818099975,0.2080571949481964,0.06781505048274994,0.016480095498263837,0.10190776363015175,0.5844246923923487,1367.47641510425,800.6432896050801,0.00016945179959293455,0.0020543751306831837,0.2577075958251953,-0.20272481441497803,-0.21191219985485077,-0.09959477186203003,-0.44641831517219543,0.2933344542980194,-0.12396194785833359
"injunctions",0.23942339420318604,0.06327144056558609,4.4491729736328125,322.73126220703125,3.299999952316284,0.6231918334960938,0.10973679274320602,965.3690795898438,126.80477905273438,10.643105506896973,4.059250831604004,695.8471069335938,195.47079467773438,1.0043188333511353,0.8690323829650879,151.99908088235293,0.256989449262619,0.051577597856521606,0.03557965457439423,0.19918625801801682,0.5304859578609467,0.2811121642589569,0.07889868319034576,0.02374646086245775,0.18888208270072937,0.7348073065280913,0.2585899233818054,0.08928922563791275,0.025384761579334735,0.13114645332098007,0.9009986758232116,0.28027892112731934,0.04460969194769859,0.03884052373468876,0.24697551876306534,0.5879987895488739,0.43412068486213684,0.11831420660018921,0.04804735817015171,0.315398246049881,1.0,0.3775174021720886,0.09310479462146759,0.05348120629787445,0.303964227437973,1.0,0.22370047867298126,0.038584597408771515,0.03629143051803112,0.16164220124483109,0.4849601984024048,0.28993654251098633,0.10801640152931213,0.024603612534701825,0.12784913927316666,1.0,0.33315226435661316,0.057154785841703415,0.0445433121174574,0.3062454015016556,0.6661258041858672,0.4749661684036255,0.15257592499256134,0.04554008208215237,0.33298537135124207,1.0,0.302374929189682,0.05712239816784859,0.03776809945702553,0.2603440284729004,0.6340440213680267,0.291660875082016,0.08361822366714478,0.03685650452971459,0.18767401576042175,0.8597372055053709,1090.0066422835862,146.22215418773317,7.161760549934115e-06,1.1862687642860692e-05,0.12357397377490997,0.3157493472099304,-0.03479469567537308,0.1434832662343979,-0.29250800609588623,0.3047167956829071,-0.31044143438339233
"backstroked",0.10752186924219131,0.054321449249982834,2.2269294261932373,62.75754928588867,3.299999952316284,0.5531755685806274,0.13041427731513977,664.9589233398438,134.9915008544922,4.004634857177734,1.229217529296875,542.846923828125,162.3109130859375,0.35519856214523315,0.25047820806503296,184.5703125,0.42365482449531555,0.16111530363559723,0.013477450888603927,0.26582111418247223,1.0,0.2783146798610687,0.08619976788759232,0.008724920917302372,0.12524029985070229,0.6588326156139372,0.11796771734952927,0.01823093742132187,0.009053377341479067,0.0642266534268856,0.2695942968130111,0.20083662867546082,0.07918212562799454,0.012668637186288833,0.056833432987332344,0.5348992526531219,0.30516472458839417,0.10601101815700531,0.018713876046240332,0.1939312145113945,1.0,0.40149226784706116,0.13857461512088776,0.027416086010634902,0.23633835464715958,1.0,0.2813338041305542,0.06368725001811981,0.03981700241565705,0.21008030325174332,0.6145433068275451,0.25532618165016174,0.10206177085638046,0.01847175434231758,0.09136112779378891,1.0,0.21824073791503906,0.04723155498504639,0.01589232161641121,0.12203191965818405,0.5571745991706848,0.21523362398147583,0.07572861015796661,0.014263927936553955,0.08999061957001686,0.5851422548294067,0.24040788412094116,0.08987210690975189,0.014027790259569888,0.10526833310723305,0.8460767149925228,0.26514968276023865,0.06528130918741226,0.01851824726909399,0.19089427590370178,0.6221881985664367,1038.778871451507,103.19081102877735,4.830953002965543e-06,2.974315293613472e-06,0.4056626856327057,-0.26730772852897644,-0.3042275309562683,0.010471029207110405,-0.4513630270957947,0.31050875782966614,-0.2634473443031311
"weathercock",0.13207602500915527,0.05764690041542053,3.0475962162017822,101.504150390625,3.0999999046325684,0.4885663390159607,0.14105427265167236,800.0169677734375,190.99789428710938,4.639629364013672,1.5984234809875488,667.20263671875,261.011962890625,0.6495510339736938,0.4852893650531769,184.5703125,0.31046971678733826,0.10709214955568314,0.004981942940503359,0.21089348942041397,1.0,0.2778165638446808,0.12738855183124542,0.0018687942530959847,0.10321376845240593,1.0,0.10867320001125336,0.021424055099487305,0.0034893749048933386,0.042160073295235634,0.33151902556419366,0.12549641728401184,0.02926977351307869,0.004384508728981018,0.05004216358065605,0.3436273902654647,0.2689724862575531,0.12041006237268448,0.0047887770924717205,0.11097889393568039,1.0,0.27448558807373047,0.10192511975765228,0.006343721225857735,0.1552482694387436,1.0,0.14394748210906982,0.018255023285746574,0.012897242512553931,0.09867622330784798,0.32161253392696376,0.30465033650398254,0.10947743058204651,0.019325503148138523,0.1583501249551773,1.0,0.2973439395427704,0.11482471227645874,0.014869519416242838,0.1887606382369995,1.0,0.1612132489681244,0.03219224885106087,0.0063079547137022025,0.0725918672978878,0.46130960583686825,0.24215860664844513,0.12225823849439621,0.008563433680683375,0.06860723346471786,1.0,0.24838435649871826,0.06645778566598892,0.007733647292479874,0.17245355993509293,0.6694108724594116,1021.8580294243759,127.13839433277366,4.738693860417698e-06,5.561037596635288e-06,0.3335852026939392,-0.19184665381908417,-0.21423722803592682,0.025973252952098846,-0.38319453597068787,0.2973940074443817,0.015180522575974464
